species,size,fragrance,height_cm,species type
rose,small,mild,69.35,3
hibiscus,large,none,151.81,3
rose,small,mild,50.11,3
hibiscus,large,none,162.71,1
hibiscus,large,none,102.73,3
shoeblack plant,large,none,129.37,3
shoeblack plant,medium,none,135.37,2
hibiscus,large,none,144.74,3
shoeblack plant,large,mild,53.25,1
rose,medium,strong,41.66,1
hibiscus,large,none,138.34,3
hibiscus,large,none,186.01,1
shoeblack plant,medium,mild,131.71,1
shoeblack plant,medium,mild,134.38,3
rose,small,strong,60.44,3
shoeblack plant,medium,none,80.78,1
shoeblack plant,large,mild,66.15,1
hibiscus,large,none,120.3,3
shoeblack plant,large,mild,91.09,2
hibiscus,large,none,166.13,1
hibiscus,large,none,167.09,2
hibiscus,large,none,129.84,3
shoeblack plant,medium,mild,64.87,1
shoeblack plant,large,none,82.15,2
shoeblack plant,large,none,98.71,2
hibiscus,large,none,190.02,1
rose,medium,strong,75.64,2
shoeblack plant,medium,mild,71.15,2
rose,medium,strong,96.11,2
shoeblack plant,medium,mild,102.33,1
hibiscus,large,none,133.72,3
hibiscus,large,none,145.59,1
hibiscus,large,none,109.23,3
shoeblack plant,medium,mild,100.83,1
hibiscus,large,none,107.7,1
shoeblack plant,large,none,106.35,2
hibiscus,large,none,155.29,2
rose,medium,mild,72.8,1
rose,medium,mild,30.94,1
hibiscus,large,none,181.34,1
shoeblack plant,medium,mild,53.59,3
shoeblack plant,medium,mild,138.42,2
hibiscus,large,none,192.9,2
shoeblack plant,large,none,119.16,1
rose,small,mild,86.58,1
hibiscus,large,none,127.85,3
hibiscus,large,none,120.36,1
rose,small,strong,75.74,2
shoeblack plant,large,none,147.16,1
shoeblack plant,medium,mild,52.72,3
rose,medium,mild,53.36,1
shoeblack plant,large,none,118.21,3
rose,small,strong,73.82,2
shoeblack plant,medium,none,133.21,1
hibiscus,large,none,130.38,3
hibiscus,large,none,135.65,2
rose,small,strong,82.37,2
shoeblack plant,medium,none,67.93,1
hibiscus,large,none,176.21,1
shoeblack plant,large,mild,92.32,3
shoeblack plant,medium,none,74.25,2
rose,medium,strong,69.85,2
shoeblack plant,large,mild,111.88,2
rose,small,mild,74.82,1
hibiscus,large,none,120.02,3
shoeblack plant,medium,none,148.35,3
hibiscus,large,none,191.01,2
rose,medium,mild,43.54,3
shoeblack plant,large,mild,102.29,1
shoeblack plant,medium,none,90.26,1
hibiscus,large,none,169.14,2
rose,small,strong,37.55,3
shoeblack plant,large,none,103.5,3
shoeblack plant,large,mild,72.87,3
shoeblack plant,medium,none,63.34,2
shoeblack plant,large,none,112.06,2
shoeblack plant,large,mild,52.17,1
hibiscus,large,none,155.73,3
shoeblack plant,large,none,96.1,1
rose,small,strong,81.82,1
rose,small,strong,36.51,3
shoeblack plant,medium,mild,57.13,3
shoeblack plant,large,none,82.03,1
rose,medium,strong,91.56,3
rose,small,strong,33.77,1
shoeblack plant,medium,mild,126.24,3
hibiscus,large,none,139.79,3
rose,small,mild,30.32,2
hibiscus,large,none,176.5,1
rose,medium,strong,80.96,3
shoeblack plant,large,none,79.78,3
rose,small,strong,99.56,1
shoeblack plant,large,mild,122.56,2
hibiscus,large,none,108.72,1
hibiscus,large,none,102.24,2
shoeblack plant,medium,none,143.77,1
hibiscus,large,none,104.9,3
shoeblack plant,medium,none,92.68,3
shoeblack plant,medium,mild,114.06,3
hibiscus,large,none,134.08,3
shoeblack plant,medium,mild,117.41,1
shoeblack plant,medium,none,79.36,2
rose,small,strong,32.15,1
rose,small,mild,80.34,3
shoeblack plant,large,mild,53.06,2
rose,medium,strong,83.59,2
hibiscus,large,none,145.08,2
shoeblack plant,large,mild,88.79,2
hibiscus,large,none,110.47,2
rose,small,mild,59.52,1
rose,medium,mild,85.39,1
shoeblack plant,large,mild,92.8,1
hibiscus,large,none,166.15,2
shoeblack plant,medium,none,133.95,3
rose,small,mild,80.37,2
hibiscus,large,none,128.37,2
shoeblack plant,large,mild,79.02,3
hibiscus,large,none,190,3
hibiscus,large,none,197.97,2
hibiscus,large,none,145.48,1
hibiscus,large,none,169.26,2
shoeblack plant,medium,none,71.11,3
shoeblack plant,large,none,53.61,3
shoeblack plant,large,mild,106.09,2
rose,medium,mild,79.06,3
rose,medium,strong,85.78,1
rose,medium,strong,38.47,2
shoeblack plant,medium,none,95.11,2
shoeblack plant,large,mild,116.43,1
shoeblack plant,medium,mild,117.82,2
shoeblack plant,medium,mild,100.11,2
hibiscus,large,none,162.84,1
rose,medium,strong,49.25,3
hibiscus,large,none,143.27,3
rose,medium,strong,37.29,3
hibiscus,large,none,178.09,1
shoeblack plant,large,mild,108.21,2
hibiscus,large,none,112.33,2
shoeblack plant,large,mild,118.7,1
shoeblack plant,large,mild,101.47,2
rose,medium,mild,31.05,1
rose,small,strong,57.28,2
hibiscus,large,none,115.7,2
rose,medium,strong,40.17,3
shoeblack plant,medium,mild,137.81,2
hibiscus,large,none,199.8,3
rose,medium,mild,69.59,3
hibiscus,large,none,164.76,3
hibiscus,large,none,151.96,3
shoeblack plant,medium,mild,71.9,1
shoeblack plant,medium,none,50.47,3
hibiscus,large,none,147.05,1
rose,medium,strong,65.8,2
hibiscus,large,none,158.03,2
hibiscus,large,none,133.99,2
rose,medium,strong,54,2
shoeblack plant,large,none,96.03,2
hibiscus,large,none,171.61,2
shoeblack plant,medium,none,89.16,3
shoeblack plant,medium,none,112.25,3
rose,small,strong,31.86,1
shoeblack plant,medium,none,85.84,1
hibiscus,large,none,144.46,1
rose,small,mild,63.78,3
shoeblack plant,large,mild,91.28,2
shoeblack plant,large,none,69.23,1
rose,medium,mild,82.13,2
hibiscus,large,none,112.69,1
rose,medium,strong,34.86,3
shoeblack plant,medium,none,134.48,1
rose,small,mild,53.99,1
shoeblack plant,medium,none,145.55,1
hibiscus,large,none,125.96,2
hibiscus,large,none,136.53,3
rose,small,mild,83.18,1
rose,small,strong,66.54,1
shoeblack plant,large,mild,112.76,3
shoeblack plant,large,none,106.08,2
shoeblack plant,large,mild,131.2,2
shoeblack plant,medium,mild,149.29,1
hibiscus,large,none,107.81,2
rose,small,mild,71.31,2
hibiscus,large,none,199.18,1
shoeblack plant,large,mild,106.61,1
shoeblack plant,large,none,114.02,3
hibiscus,large,none,118.26,1
shoeblack plant,medium,mild,81.16,1
hibiscus,large,none,180.28,1
shoeblack plant,large,none,63.14,2
rose,medium,mild,66.04,3
rose,small,mild,86.6,2
rose,medium,strong,73.74,1
hibiscus,large,none,133.7,1
shoeblack plant,large,none,120.6,2
hibiscus,large,none,137.92,2
rose,small,strong,50.68,3
shoeblack plant,medium,mild,101.49,2
hibiscus,large,none,153.05,3
hibiscus,large,none,124.54,2
rose,small,strong,55.76,3
shoeblack plant,medium,mild,85.29,2
shoeblack plant,medium,mild,59.49,1
hibiscus,large,none,146.34,1
rose,small,strong,81.97,1
rose,small,strong,43.44,1
rose,small,strong,87.11,3
hibiscus,large,none,198.98,1
shoeblack plant,large,mild,65.28,2
shoeblack plant,large,mild,149.71,1
rose,small,strong,61.6,2
shoeblack plant,medium,mild,112.13,1
hibiscus,large,none,198.55,2
hibiscus,large,none,119.45,3
shoeblack plant,large,none,138.44,1
rose,medium,mild,76.94,2
hibiscus,large,none,153.88,3
shoeblack plant,large,mild,88.59,2
rose,medium,strong,76.93,1
rose,medium,strong,84.28,1
rose,small,mild,49.51,3
rose,medium,strong,55.41,1
shoeblack plant,large,none,64.1,3
rose,medium,mild,70.59,3
hibiscus,large,none,108.97,1
rose,small,mild,76.45,3
hibiscus,large,none,103.66,1
rose,small,strong,80.2,1
rose,medium,mild,47.52,2
shoeblack plant,medium,mild,145.64,1
hibiscus,large,none,138.15,1
rose,small,strong,94.71,1
rose,small,mild,30.23,3
hibiscus,large,none,140.39,2
hibiscus,large,none,112.25,3
shoeblack plant,medium,none,99.7,3
rose,medium,mild,38.09,1
hibiscus,large,none,166.8,3
rose,small,mild,87.39,1
shoeblack plant,medium,mild,130.03,1
hibiscus,large,none,182.14,3
shoeblack plant,medium,none,70.37,3
hibiscus,large,none,190.78,2
hibiscus,large,none,105.27,2
rose,medium,strong,67.84,3
hibiscus,large,none,161.58,1
shoeblack plant,medium,none,134.77,1
shoeblack plant,medium,none,114.07,3
hibiscus,large,none,120.22,1
rose,medium,mild,68.31,1
shoeblack plant,medium,none,111.91,2
rose,small,mild,96.37,3
rose,medium,strong,48.06,2
shoeblack plant,large,mild,113.38,2
rose,medium,mild,44.19,1
hibiscus,large,none,112.36,3
hibiscus,large,none,170.38,2
rose,small,mild,54.5,1
shoeblack plant,medium,none,51.93,1
hibiscus,large,none,162.59,2
rose,medium,strong,38.24,3
shoeblack plant,large,none,91.15,1
rose,medium,mild,87.89,1
hibiscus,large,none,136.99,2
shoeblack plant,large,none,56.43,2
shoeblack plant,large,none,118.47,2
rose,medium,mild,30.36,3
hibiscus,large,none,193.68,3
hibiscus,large,none,174.79,3
hibiscus,large,none,157.65,2
rose,medium,mild,31.05,1
shoeblack plant,large,mild,65.84,1
rose,small,strong,48.24,2
shoeblack plant,large,none,128.39,2
hibiscus,large,none,113.82,2
hibiscus,large,none,114.63,2
rose,small,mild,96.7,1
hibiscus,large,none,186.88,2
hibiscus,large,none,186.91,2
rose,small,strong,72.14,1
rose,small,strong,54.41,2
rose,medium,strong,51.99,1
shoeblack plant,large,none,92.45,1
shoeblack plant,medium,none,119.33,2
hibiscus,large,none,151.66,1
hibiscus,large,none,150.01,3
hibiscus,large,none,153.93,1
shoeblack plant,large,mild,110.43,3
hibiscus,large,none,185.19,1
hibiscus,large,none,108.53,2
hibiscus,large,none,182.76,3
shoeblack plant,medium,none,127.31,2
hibiscus,large,none,118.6,2
hibiscus,large,none,128.89,2
rose,medium,strong,80.38,3
hibiscus,large,none,133.3,2
shoeblack plant,medium,mild,78.45,1
rose,medium,mild,46.92,1
rose,small,mild,95.26,2
hibiscus,large,none,137.89,2
rose,small,mild,31.98,3
hibiscus,large,none,107.73,3
rose,small,mild,87.96,1
rose,small,mild,82.15,1
hibiscus,large,none,102.42,1
hibiscus,large,none,151.39,1
hibiscus,large,none,137.28,2
rose,medium,mild,49.63,3
hibiscus,large,none,195.67,2
shoeblack plant,medium,none,133.73,3
shoeblack plant,large,none,90.69,2
hibiscus,large,none,194.83,1
shoeblack plant,large,none,67.31,3
rose,small,strong,44.89,2
rose,small,strong,54.22,3
hibiscus,large,none,196.93,2
shoeblack plant,medium,none,149.58,2
hibiscus,large,none,104.95,1
hibiscus,large,none,157.33,1
rose,medium,strong,60.51,1
hibiscus,large,none,169.15,1
rose,small,strong,64.07,1
rose,small,strong,43.76,2
shoeblack plant,medium,none,116.45,1
rose,medium,mild,75.02,2
hibiscus,large,none,121.82,1
hibiscus,large,none,124.63,1
hibiscus,large,none,153.6,1
shoeblack plant,large,mild,100.31,3
rose,medium,mild,56.76,2
rose,medium,strong,91.18,1
rose,medium,mild,43.22,1
hibiscus,large,none,192.1,1
rose,medium,mild,52.13,2
shoeblack plant,medium,none,65.49,3
shoeblack plant,medium,none,90.64,3
rose,small,strong,65.44,1
rose,small,strong,33.29,2
rose,medium,strong,44.94,3
hibiscus,large,none,152.68,2
hibiscus,large,none,166.23,2
hibiscus,large,none,104.17,1
shoeblack plant,large,mild,105.05,2
hibiscus,large,none,178.48,3
hibiscus,large,none,153.22,1
rose,small,mild,91.71,3
shoeblack plant,medium,none,67.96,2
shoeblack plant,medium,none,139.42,3
shoeblack plant,large,mild,72.54,3
shoeblack plant,medium,none,142.9,3
hibiscus,large,none,132.67,2
shoeblack plant,large,none,82.82,3
hibiscus,large,none,112.64,1
hibiscus,large,none,160.75,1
shoeblack plant,medium,mild,71.85,2
shoeblack plant,medium,none,121.12,1
hibiscus,large,none,195.38,1
shoeblack plant,large,mild,129.67,2
rose,small,mild,78.81,3
rose,small,strong,50.62,2
hibiscus,large,none,131.91,3
rose,small,strong,34.29,3
hibiscus,large,none,163.97,3
rose,small,strong,85.78,1
shoeblack plant,large,none,141.73,2
rose,small,strong,47,2
rose,medium,mild,57.87,3
hibiscus,large,none,126.33,1
rose,small,mild,71.5,2
rose,small,mild,77.64,3
rose,small,strong,81.82,2
rose,small,strong,47.58,3
hibiscus,large,none,128.43,3
hibiscus,large,none,165.65,1
rose,medium,strong,93.96,3
hibiscus,large,none,186.18,2
rose,medium,strong,93.08,1
hibiscus,large,none,132.85,2
hibiscus,large,none,169.65,1
shoeblack plant,medium,mild,148.8,3
hibiscus,large,none,166.63,1
rose,medium,strong,44.52,2
rose,small,strong,83.85,1
rose,small,strong,87.03,2
rose,medium,strong,87.64,1
rose,small,strong,33.96,2
hibiscus,large,none,137.16,1
hibiscus,large,none,147.13,1
rose,medium,strong,62.18,3
hibiscus,large,none,147.84,2
shoeblack plant,large,mild,74.17,2
hibiscus,large,none,108.98,3
rose,small,strong,70.46,3
shoeblack plant,large,none,110.06,2
shoeblack plant,large,mild,137.79,3
shoeblack plant,large,none,65.43,2
shoeblack plant,large,mild,94.53,2
hibiscus,large,none,155.41,1
shoeblack plant,medium,none,142.23,2
rose,medium,strong,88.9,1
hibiscus,large,none,105.25,2
hibiscus,large,none,125.28,3
shoeblack plant,medium,mild,98.03,3
shoeblack plant,medium,none,92.64,3
rose,small,strong,89.14,1
shoeblack plant,large,none,140.55,2
hibiscus,large,none,199.95,1
shoeblack plant,large,none,64,3
shoeblack plant,large,none,78.07,3
shoeblack plant,large,mild,53.36,1
rose,small,strong,84.19,2
shoeblack plant,medium,mild,115.38,3
hibiscus,large,none,129.08,2
shoeblack plant,medium,none,76.65,2
rose,small,strong,38.19,1
shoeblack plant,large,none,99.25,1
shoeblack plant,large,mild,75.94,3
hibiscus,large,none,140.37,2
hibiscus,large,none,134.87,1
rose,small,strong,57.69,2
shoeblack plant,large,mild,91.72,1
hibiscus,large,none,182.22,1
hibiscus,large,none,157.77,1
rose,medium,mild,92.71,1
hibiscus,large,none,149.55,3
hibiscus,large,none,149.15,3
rose,medium,strong,96.83,3
shoeblack plant,medium,mild,88.28,2
hibiscus,large,none,188.01,2
hibiscus,large,none,176.02,2
shoeblack plant,medium,mild,124.09,2
hibiscus,large,none,130.98,3
shoeblack plant,medium,mild,84.93,3
shoeblack plant,medium,none,104.93,2
shoeblack plant,large,none,134.51,2
rose,small,strong,85.92,2
rose,small,mild,89.4,3
hibiscus,large,none,123.97,2
hibiscus,large,none,178.8,1
hibiscus,large,none,171.94,2
shoeblack plant,medium,mild,68.14,2
rose,small,strong,81.97,1
shoeblack plant,large,mild,93.02,2
hibiscus,large,none,171.9,1
rose,medium,mild,72.78,1
shoeblack plant,medium,mild,126.37,1
shoeblack plant,large,mild,130.38,1
rose,small,mild,85.67,1
hibiscus,large,none,177.33,3
hibiscus,large,none,164.38,2
rose,medium,strong,90.13,1
shoeblack plant,large,mild,51.81,3
rose,medium,mild,83.17,2
hibiscus,large,none,125.29,2
shoeblack plant,medium,none,60.36,1
rose,medium,mild,77.85,3
rose,small,mild,52.48,1
rose,medium,mild,93.36,1
rose,medium,mild,52.61,3
hibiscus,large,none,189.53,1
hibiscus,large,none,181.23,3
hibiscus,large,none,105.61,1
hibiscus,large,none,154.72,2
rose,medium,mild,50.94,3
rose,medium,strong,58.08,3
rose,medium,strong,76.4,2
shoeblack plant,large,none,79.39,1
hibiscus,large,none,164.06,3
hibiscus,large,none,172.33,3
hibiscus,large,none,150.8,2
shoeblack plant,large,none,97.8,3
rose,medium,mild,85.63,2
hibiscus,large,none,104.38,2
hibiscus,large,none,120.84,3
shoeblack plant,medium,mild,113.44,3
shoeblack plant,medium,none,124.91,1
shoeblack plant,large,none,52.32,1
hibiscus,large,none,182.42,1
shoeblack plant,medium,none,68.28,1
shoeblack plant,large,mild,95.79,2
rose,medium,strong,58.93,1
rose,medium,strong,88.79,3
shoeblack plant,medium,mild,97.34,1
rose,medium,strong,64.55,2
hibiscus,large,none,191.55,2
shoeblack plant,medium,mild,56.16,1
hibiscus,large,none,118.17,1
hibiscus,large,none,180.95,3
shoeblack plant,medium,mild,74.26,1
rose,small,strong,68.74,2
rose,small,mild,32.54,2
shoeblack plant,medium,mild,58.6,3
hibiscus,large,none,108.29,1
hibiscus,large,none,115.81,3
hibiscus,large,none,160.08,2
rose,medium,strong,67.04,2
rose,small,mild,71.32,3
shoeblack plant,large,none,149,1
hibiscus,large,none,110.94,3
hibiscus,large,none,133.08,1
rose,medium,strong,62.29,2
shoeblack plant,large,none,126.45,1
shoeblack plant,large,mild,70.09,1
hibiscus,large,none,126.27,3
rose,medium,mild,52.61,1
rose,small,strong,86.67,2
rose,small,mild,97.57,1
hibiscus,large,none,136.71,3
shoeblack plant,medium,mild,118.48,1
rose,medium,mild,67.73,2
hibiscus,large,none,144.98,1
hibiscus,large,none,148.93,1
shoeblack plant,large,mild,130.32,1
rose,small,mild,80.76,3
hibiscus,large,none,193.24,2
shoeblack plant,large,none,122.45,2
hibiscus,large,none,193.21,1
shoeblack plant,large,mild,98.57,2
shoeblack plant,large,none,80.23,1
hibiscus,large,none,122.92,2
hibiscus,large,none,138.39,1
hibiscus,large,none,115.77,3
hibiscus,large,none,105.56,2
shoeblack plant,large,mild,118,1
rose,medium,strong,38.14,1
shoeblack plant,medium,mild,80.04,2
hibiscus,large,none,173.23,1
shoeblack plant,medium,mild,142.2,3
rose,small,strong,47.64,1
shoeblack plant,large,mild,148.04,3
rose,small,strong,94.14,3
rose,medium,mild,85.47,1
rose,medium,strong,88.24,2
shoeblack plant,medium,none,92.42,3
rose,small,mild,82.61,3
shoeblack plant,large,mild,78.74,3
hibiscus,large,none,140.31,1
shoeblack plant,medium,mild,102.03,2
shoeblack plant,large,mild,58.72,1
rose,small,mild,60.89,1
hibiscus,large,none,129.48,1
hibiscus,large,none,123.71,3
shoeblack plant,large,none,53.93,2
shoeblack plant,medium,mild,135.98,3
shoeblack plant,large,mild,79.15,3
shoeblack plant,large,none,115.79,2
shoeblack plant,medium,none,107.6,1
hibiscus,large,none,144.19,2
rose,medium,mild,40.39,1
shoeblack plant,large,none,81.95,2
shoeblack plant,medium,mild,148.89,3
hibiscus,large,none,134.96,3
shoeblack plant,large,none,57.08,3
shoeblack plant,medium,mild,104.73,1
shoeblack plant,large,none,58.25,2
shoeblack plant,medium,mild,69.53,3
hibiscus,large,none,126.11,3
rose,medium,mild,98.69,1
shoeblack plant,large,none,66.79,3
shoeblack plant,large,none,139.34,2
shoeblack plant,large,mild,148.06,3
hibiscus,large,none,125.96,2
rose,small,mild,72.99,3
shoeblack plant,large,mild,133.27,2
hibiscus,large,none,188.5,1
shoeblack plant,large,mild,95.25,2
shoeblack plant,medium,none,123.71,1
hibiscus,large,none,158.17,2
shoeblack plant,medium,none,132.77,2
rose,small,strong,62.32,3
shoeblack plant,large,none,102.57,3
rose,small,mild,81.7,2
rose,medium,strong,55.68,3
shoeblack plant,large,mild,106.02,2
hibiscus,large,none,120.59,1
hibiscus,large,none,113.33,2
shoeblack plant,medium,none,122.54,2
hibiscus,large,none,109.27,1
rose,small,mild,30.62,1
shoeblack plant,large,mild,84.44,3
shoeblack plant,medium,none,147.85,1
shoeblack plant,large,mild,62.32,1
rose,small,strong,85.08,1
rose,medium,strong,96.42,3
rose,medium,strong,87.8,2
shoeblack plant,large,mild,108.29,1
rose,small,mild,49.78,3
rose,medium,strong,30.14,2
hibiscus,large,none,114.16,3
rose,medium,mild,98.23,3
hibiscus,large,none,132.74,1
hibiscus,large,none,171.92,2
shoeblack plant,large,none,105.87,1
shoeblack plant,medium,none,124.14,3
shoeblack plant,large,mild,107.88,1
shoeblack plant,medium,none,144.11,2
rose,medium,mild,45.12,3
shoeblack plant,large,mild,111.41,1
